Alias;Type;Experiment;Geometry;Parent;Species;Variety;ExperimentModalities;Repetition
356/DZ_PG_69/ZM4396/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973293 43.61209, 3.973324 43.61207, 3.973372 43.61211, 3.973341 43.61213, 3.973293 43.61209));;Maize;iPG312;WD2;2
357/DZ_PG_24/ZM4342/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973263 43.61211, 3.973293 43.61209, 3.973341 43.61213, 3.973311 43.61215, 3.973263 43.61211));;Maize;iPG131;WD2;2
358/DKC4590/XXXX/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973233 43.61213, 3.973263 43.61211, 3.973311 43.61215, 3.973281 43.61217, 3.973233 43.61213));;Maize;DKC4590;WD2;2
359/DZ_PG_34/ZM4384/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973203 43.61214, 3.973233 43.61213, 3.973281 43.61217, 3.973251 43.61219, 3.973203 43.61214));;Maize;iPG159;WD2;2
360/DZ_PG_41/ZM4378/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973172 43.61216, 3.973203 43.61214, 3.973251 43.61219, 3.97322 43.6122, 3.973172 43.61216));;Maize;iPG181;WD2;2
361/DZ_PG_03/ZM4377/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973142 43.61218, 3.973172 43.61216, 3.97322 43.6122, 3.97319 43.61222, 3.973142 43.61218));;Maize;iPG017;WD2;2
362/DZ_PG_27/ZM4354/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973112 43.6122, 3.973142 43.61218, 3.97319 43.61222, 3.97316 43.61224, 3.973112 43.6122));;Maize;iPG103;WD2;2
363/DZ_PG_25/ZM4382/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973082 43.61222, 3.973112 43.6122, 3.97316 43.61224, 3.97313 43.61226, 3.973082 43.61222));;Maize;iPG136;WD2;2
364/DZ_PG_16/ZM4359/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973051 43.61224, 3.973082 43.61222, 3.97313 43.61226, 3.973099 43.61228, 3.973051 43.61224));;Maize;iPG109;WD2;2
365/DZ_PG_44/ZM4369/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973003 43.6122, 3.973034 43.61218, 3.973082 43.61222, 3.973051 43.61224, 3.973003 43.6122));;Maize;iPG189;WD2;2
366/DZ_PG_10/ZM4365/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973034 43.61218, 3.973064 43.61216, 3.973112 43.6122, 3.973082 43.61222, 3.973034 43.61218));;Maize;iPG073;WD2;2
367/DZ_PG_21/ZM4360/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973064 43.61216, 3.973094 43.61214, 3.973142 43.61218, 3.973112 43.6122, 3.973064 43.61216));;Maize;iPG120;WD2;2
368/DZ_PG_45/ZM4385/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973094 43.61214, 3.973124 43.61212, 3.973172 43.61216, 3.973142 43.61218, 3.973094 43.61214));;Maize;iPG194;WD2;2
369/DZ_PG_35/ZM4358/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973124 43.61212, 3.973155 43.6121, 3.973203 43.61214, 3.973172 43.61216, 3.973124 43.61212));;Maize;iPG164;WD2;2
370/DZ_PG_08/ZM4343/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973155 43.6121, 3.973185 43.61208, 3.973233 43.61213, 3.973203 43.61214, 3.973155 43.6121));;Maize;iPG063;WD2;2
371/DKC4590/XXXX/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973185 43.61208, 3.973215 43.61207, 3.973263 43.61211, 3.973233 43.61213, 3.973185 43.61208));;Maize;DKC4590;WD2;2
372/DKC4590/XXXX/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973215 43.61207, 3.973245 43.61205, 3.973293 43.61209, 3.973263 43.61211, 3.973215 43.61207));;Maize;DKC4590;WD2;2
373/DZ_PG_17/ZM4348/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973245 43.61205, 3.973276 43.61203, 3.973324 43.61207, 3.973293 43.61209, 3.973245 43.61205));;Maize;iPG110;WD2;2
374/DZ_PG_07/ZM4351/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973276 43.61203, 3.973306 43.61201, 3.973354 43.61205, 3.973324 43.61207, 3.973276 43.61203));;Maize;iPG062;WD2;2
375/DZ_PG_20/ZM4344/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973306 43.61201, 3.973336 43.61199, 3.973384 43.61203, 3.973354 43.61205, 3.973306 43.61201));;Maize;iPG119;WD2;2
376/DZ_PG_09/ZM4368/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973336 43.61199, 3.973366 43.61197, 3.973414 43.61201, 3.973384 43.61203, 3.973336 43.61199));;Maize;iPG066;WD2;2
377/DZ_PG_22/ZM4349/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973366 43.61197, 3.973397 43.61195, 3.973445 43.612, 3.973414 43.61201, 3.973366 43.61197));;Maize;iPG121;WD2;2
378/DZ_PG_13/ZM4379/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973318 43.61193, 3.973349 43.61191, 3.973397 43.61195, 3.973366 43.61197, 3.973318 43.61193));;Maize;iPG089;WD2;2
379/DZ_PG_63/ZM4392/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973288 43.61195, 3.973318 43.61193, 3.973366 43.61197, 3.973336 43.61199, 3.973288 43.61195));;Maize;iPG304;WD2;2
380/DZ_PG_50/ZM4363/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973258 43.61197, 3.973288 43.61195, 3.973336 43.61199, 3.973306 43.61201, 3.973258 43.61197));;Maize;iPG233;WD2;2
381/DZ_PG_47/ZM4362/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973228 43.61199, 3.973258 43.61197, 3.973306 43.61201, 3.973276 43.61203, 3.973228 43.61199));;Maize;iPG202;WD2;2
382/DZ_PG_31/ZM4347/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973197 43.61201, 3.973228 43.61199, 3.973276 43.61203, 3.973245 43.61205, 3.973197 43.61201));;Maize;iPG153;WD2;2
383/DZ_PG_69/ZM4396/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973167 43.61202, 3.973197 43.61201, 3.973245 43.61205, 3.973215 43.61207, 3.973167 43.61202));;Maize;iPG312;WD2;2
384/DZ_PG_52/ZM4370/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973137 43.61204, 3.973167 43.61202, 3.973215 43.61207, 3.973185 43.61208, 3.973137 43.61204));;Maize;iPG239;WD2;2
385/DZ_PG_72/ZM4398/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973107 43.61206, 3.973137 43.61204, 3.973185 43.61208, 3.973155 43.6121, 3.973107 43.61206));;Maize;iPG314;WD2;2
386/DZ_PG_30/ZM4361/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973076 43.61208, 3.973107 43.61206, 3.973155 43.6121, 3.973124 43.61212, 3.973076 43.61208));;Maize;iPG152;WD2;2
387/DZ_PG_23/ZM4388/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973046 43.6121, 3.973076 43.61208, 3.973124 43.61212, 3.973094 43.61214, 3.973046 43.6121));;Maize;iPG128;WD2;2
388/DZ_PG_05/ZM4357/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973016 43.61212, 3.973046 43.6121, 3.973094 43.61214, 3.973064 43.61216, 3.973016 43.61212));;Maize;iPG026;WD2;2
389/DZ_PG_66/ZM4391/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.972986 43.61214, 3.973016 43.61212, 3.973064 43.61216, 3.973034 43.61218, 3.972986 43.61214));;Maize;iPG318;WD2;2
390/DZ_PG_51/ZM4350/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.972955 43.61215, 3.972986 43.61214, 3.973034 43.61218, 3.973003 43.6122, 3.972955 43.61215));;Maize;iPG234;WD2;2
